,created_at,followers,friends_count,geo,hashtags,location,statuses_count,text,vader,day
0,2018-07-03 00:00:00,0,0,"41.139466,-74.02854339999999,5mi",0,"New York , New Square",0,,0.0,2018-07-03
0,2018-07-03 00:00:00,0,0,"40.4281245,-80.1006113,5mi",0,"Pennsylvania , Pennsbury Village",0,,0.0,2018-07-03
0,2018-07-03 00:00:00,0,0,"39.9184461,-75.2590721,5mi",0,"Pennsylvania , Darby",0,,0.0,2018-07-03
0,2018-07-02 17:31:41+00:00,1234,8,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",2794,SpaceX’s science-laden Dragon cargo spaceship hooks up with space station https://t.co/sGIBAhfrKG,0.0,2018-07-02
1,2018-07-02 17:20:32+00:00,167,83,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",10220,RT @HMSTEMnaut: 💕 that my husband indulges my nerdy 🤓 side and even got up early with me to watch the @Space_Station and the @SpaceX #Drago…,-0.34,2018-07-02
2,2018-07-02 11:01:58+00:00,35,126,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",271,@SpaceX @Space_Station Too good!,0.4926,2018-07-02
3,2018-07-02 09:29:47+00:00,1054,1251,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",4875,💕 that my husband indulges my nerdy 🤓 side and even got up early with me to watch the @Space_Station and the… https://t.co/qNcpsCP1EM,-0.34,2018-07-02
4,2018-07-01 07:55:21+00:00,331,543,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",16701,RT @myrichiehaynes: SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/VfRZYjlDIc https://t.…,0.0,2018-07-01
5,2018-06-30 21:14:25+00:00,141,93,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",20520,"My proceeds from PayPal were $180m. I put $100m in SpaceX, $70m in Tesla and $10m in Solar City. I had to borrow money for rent.—Elon Musk",0.0,2018-06-30
6,2018-06-29 23:46:27+00:00,8,104,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",397,@realtansu1 @Bob_Richards @elonmusk @SpaceX @Tesla It's 2 seperate companies.   And flying cars are dumb lol,-0.128,2018-06-29
7,2018-06-29 22:45:07+00:00,1334,1354,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",53793,"SpaceX Launches AI Robot, Strong Coffee For Space Station Cr.. https://t.co/MOHoUdhqKV",0.5106,2018-06-29
8,2018-06-29 21:35:35+00:00,4741,5159,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",9530,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/VfRZYjlDIc https://t.co/RNSy6LHVqm,0.0,2018-06-29
9,2018-06-29 21:27:06+00:00,1548,973,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",319854,@catherinekelley @NASA @NASASocial @SpaceX Gorgeous picture!,0.6476,2018-06-29
10,2018-06-29 21:26:23+00:00,1548,973,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",319854,@catherinekelley @SpaceX Love this photo!!,0.6988,2018-06-29
11,2018-06-29 19:05:05+00:00,1334,1354,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",53793,&amp;amp;#39;Flying brain&amp;amp;#39; blasts off on SpaceX cargo sh.. https://t.co/e5hDEVCA7G https://t.co/uwkWRlbM36,0.0,2018-06-29
12,2018-06-29 14:46:05+00:00,493,1454,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",14067,@elonmusk 😇😇😇SpaceX. Seriously you should have everyone take lie detectors. I can bet china or Russian want your en… https://t.co/dU44JECI98,-0.1027,2018-06-29
13,2018-06-29 14:44:14+00:00,493,1454,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",14067,@elonmusk 😇😇😇Make sure your computors at SpaceX are super secure. I bet china trying to get your engine design. The… https://t.co/KdJwNEEXml,0.8225,2018-06-29
14,2018-06-29 12:15:00+00:00,67964,173,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",138278,The shipment — packed into a Dragon capsule that's also recycled — should reach the station Monday. https://t.co/439Qo2O0fs,0.0258,2018-06-29
15,2018-06-29 12:03:13+00:00,532,1079,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",16020,"New NASA Research, Hardware Heading to Space Station on 15th SpaceX Resupply Mission https://t.co/gKYTkCBxNo https://t.co/SlBv3mhYMX",0.0,2018-06-29
16,2018-06-29 11:43:26+00:00,166472,215,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",102103,"LAUNCH: SpaceX launches AI robot, strong coffee for International Space Station crew: https://t.co/gXO6xKtwbD",0.5106,2018-06-29
17,2018-06-29 10:09:26+00:00,393,756,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",3308,@jjeremymiller @SpaceX @elonmusk @NASASocial This was more amazing than I could ever have expected!,0.6581,2018-06-29
18,2018-06-29 09:56:16+00:00,4070,1243,"40.3959026,-80.0331092,5mi","[{'text': 'Dragon', 'indices': [0, 7]}, {'text': 'Falcon9', 'indices': [78, 86]}, {'text': 'CRS15', 'indices': [87, 93]}]","Pennsylvania , Dormont",197944,"#Dragon is on-orbit and solar arrays have deployed! Great job again, @SpaceX! #Falcon9 #CRS15",0.6892,2018-06-29
19,2018-06-29 09:47:45+00:00,4070,1243,"40.3959026,-80.0331092,5mi","[{'text': 'Falcon9', 'indices': [3, 11]}, {'text': 'CRS15', 'indices': [91, 97]}]","Pennsylvania , Dormont",197944,No #Falcon9 first stage recovery this morning. ☹️ Never gets old seeing @SpaceX do that. 🙂 #CRS15,-0.2247,2018-06-29
20,2018-06-29 09:34:57+00:00,4070,1243,"40.3959026,-80.0331092,5mi","[{'text': 'CRS15', 'indices': [36, 42]}, {'text': 'Falcon9', 'indices': [47, 55]}, {'text': 'Dragon', 'indices': [60, 67]}, {'text': 'TheDreamIsAlive', 'indices': [72, 88]}]","Pennsylvania , Dormont",197944,"Awake, so tuned in to @SpaceX &amp; #CRS15! Go #Falcon9 and #Dragon!! 🚀 #TheDreamIsAlive",0.0,2018-06-29
21,2018-06-29 08:23:01+00:00,393,756,"40.3959026,-80.0331092,5mi","[{'text': 'dragon', 'indices': [101, 108]}, {'text': 'NASASocial', 'indices': [109, 120]}]","Pennsylvania , Dormont",3308,"On the bus on our way to the launch watch site. It is 4 am but this bus is humming with excitement.

#dragon #NASASocial @SpaceX",0.6486,2018-06-29
22,2018-06-29 00:57:57+00:00,3770,2140,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",8783,@PeaceLoveTea @NASA @SpaceX @TupeloHoneyTeas Wish you luck on falling asleep early. :),0.7964,2018-06-29
23,2018-06-29 00:32:25+00:00,393,756,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",3308,@bobbatzjr @NASA @SpaceX @TupeloHoneyTeas Just ate and pulled into my air bnb. Wish me luck on waking. Lol,0.8176,2018-06-29
24,2018-06-28 23:17:22+00:00,3770,2140,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",8783,@PeaceLoveTea @NASA @SpaceX @TupeloHoneyTeas It looks like it. But shouldn’t you be in bed by now?,0.1901,2018-06-28
25,2018-06-28 22:44:24+00:00,393,756,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",3308,@bobbatzjr @NASA @SpaceX @TupeloHoneyTeas Thank you Bob! This is SOOOOOO COOL!,0.7284,2018-06-28
26,2018-06-28 22:09:18+00:00,3770,2140,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",8783,"So, Pittsburgh's own @PeaceLoveTea was among the folks picked by @NASA to cover, on social media, Friday's @SpaceX… https://t.co/kAAnIObGHI",0.0,2018-06-28
27,2018-06-28 13:25:56+00:00,4276,3993,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",95598,@luishon2 @Edfleet75 @RealJamesWoods @MayorGimenez @POTUS @realDonaldTrump @GOPLeader @WhiteHouse @elonmusk @SpaceX… https://t.co/dKGLJl7WXZ,0.0,2018-06-28
28,2018-06-28 11:27:09+00:00,1234,8,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",2794,SpaceX is saying goodbye to its hardest-working rocket yet. The Block 5 has some big boosters to fill.… https://t.co/8rtRTbQWp3,-0.4404,2018-06-28
29,2018-06-27 22:11:35+00:00,4276,3993,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",95598,@luishon2 @Edfleet75 @RealJamesWoods @MayorGimenez @POTUS @realDonaldTrump @GOPLeader @WhiteHouse @elonmusk @SpaceX… https://t.co/jkv7nmhtUg,0.0,2018-06-27
30,2018-06-27 21:27:17+00:00,1234,8,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",2794,"In April, a SpaceX rocket carried a collection of experimental debris-removal technologies to the International Spa… https://t.co/f15EP50MrT",0.0,2018-06-27
31,2018-06-27 08:49:36+00:00,393,756,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",3308,Made it to the airport and my gate. The perk to being awake at this ungodly hour was the AWESOME moon show on my wa… https://t.co/wGvv10KxX6,0.7034,2018-06-27
32,2018-06-26 21:16:43+00:00,35,126,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",271,"@SpaceX Man, those took a long time to fill with air and the spacecraft rocked back and forth pretty violently.  Is… https://t.co/tburxW1WC8",-0.1531,2018-06-26
33,2018-06-26 11:23:21+00:00,72,170,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",5388,RT @generuso: @vektorweg @jongold @elonmusk They are working on it. There are still a few unfilled positions though in the Satellite Develo…,0.0,2018-06-26
34,2018-06-25 07:27:07+00:00,7904,1214,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",17422,RT @generuso: @vektorweg @jongold @elonmusk They are working on it. There are still a few unfilled positions though in the Satellite Develo…,0.0,2018-06-25
35,2018-06-25 04:38:00+00:00,17,60,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",972,RT @generuso: @vektorweg @jongold @elonmusk They are working on it. There are still a few unfilled positions though in the Satellite Develo…,0.0,2018-06-25
36,2018-06-25 01:06:18+00:00,205,708,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",4759,RT @generuso: @vektorweg @jongold @elonmusk They are working on it. There are still a few unfilled positions though in the Satellite Develo…,0.0,2018-06-25
37,2018-06-25 00:28:30+00:00,148,1721,"40.3959026,-80.0331092,5mi",[],"Pennsylvania , Dormont",3145,RT @generuso: @vektorweg @jongold @elonmusk They are working on it. There are still a few unfilled positions though in the Satellite Develo…,0.0,2018-06-25
0,2018-07-02 20:39:09+00:00,2095,4994,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",192959,"RT @FOX29philly: SpaceX delivers ice cream, mice, AI robot to space station https://t.co/GVqOM4t5v2 https://t.co/yt0Sx9C1YH",0.0,2018-07-02
1,2018-07-02 20:37:00+00:00,598962,5910,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",243275,"SpaceX delivers ice cream, mice, AI robot to space station https://t.co/GVqOM4t5v2 https://t.co/yt0Sx9C1YH",0.0,2018-07-02
2,2018-07-02 14:59:02+00:00,704,498,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",79335,I hope they keep trying! @SpaceX took a few tries to get it right too. https://t.co/yrxbf7LfsZ,0.4926,2018-07-02
3,2018-07-02 14:49:00+00:00,838,4342,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",3327,@kvnweb Not before he sells off shares SpaceX to try to save Tesla which already saved SolarCity,0.802,2018-07-02
4,2018-07-02 14:28:30+00:00,19,71,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",45,@Tesla @elonmusk @Grimezsz @boringcompany @SpaceX my production company needs an Elon Musk lookalike for a short fi… https://t.co/oSHC4aVKC7,0.0,2018-07-02
5,2018-07-02 11:17:16+00:00,639,769,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",114794,RT @FOX29philly: SpaceX Dragon cargo craft arriving at the International Space Station https://t.co/SyHTMj7i1S,0.0,2018-07-02
6,2018-07-02 11:12:00+00:00,598962,5910,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",243275,SpaceX Dragon cargo craft arriving at the International Space Station https://t.co/SyHTMj7i1S,0.0,2018-07-02
7,2018-07-02 10:33:04+00:00,33,380,"39.9456683,-75.2612943,5mi","[{'text': 'AskNASA', 'indices': [29, 37]}]","Pennsylvania , East Lansdowne",1904,@Space_Station @SpaceX @NASA #AskNASA Why aren't the new goes satellites being launched by spacex if they're cheaper?,0.128,2018-07-02
8,2018-07-01 21:10:04+00:00,242,279,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",18543,"@AkaWeezus Yea. I’ll rag on Musk in general and think Tesla is basically vapor ware, but SpaceX is legit",0.0,2018-07-01
9,2018-07-01 17:55:09+00:00,213,168,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",3820,@MooImAShark @SpaceX Indeed. You too. Was going to delete it anyway. Cya.,0.0,2018-07-01
10,2018-06-30 20:45:37+00:00,47,70,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",1497,SpaceX Is About to Launch Its Final Block 4 Falcon https://t.co/6kcv1eREF8 https://t.co/Ug5cMkiFVz,-0.4404,2018-06-30
11,2018-06-30 06:39:38+00:00,326,92,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",16633,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-30
12,2018-06-30 03:33:49+00:00,406,2182,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",1626,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-30
13,2018-06-30 01:30:55+00:00,25091,18,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",617,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-30
14,2018-06-29 21:47:27+00:00,1317,1968,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",25012,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/sOoNww1D71 https://t.co/tDmZDibL3M,0.0,2018-06-29
15,2018-06-29 21:34:34+00:00,196,133,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",3930,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/U8qpdFexWY https://t.co/huxYZdRPMp,0.0,2018-06-29
16,2018-06-29 21:33:27+00:00,422,540,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",6388,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/z3vPegGKZ3 https://t.co/QC2hQDuJNe,0.0,2018-06-29
17,2018-06-29 21:31:39+00:00,115,670,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",6289,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/Bex9V0KKY9 https://t.co/36RHojofyO,0.0,2018-06-29
18,2018-06-29 21:19:28+00:00,6608,3943,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",55734,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/5mNd0DPd8M https://t.co/2eqMK57pYy,0.0,2018-06-29
19,2018-06-29 21:09:00+00:00,38,58,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",2958,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station https://t.co/nfeAmml6eT https://t.co/SrTwGGtxrU,0.0,2018-06-29
20,2018-06-29 21:08:17+00:00,403,1096,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",15786,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/NG7tOAA0Jg https://t.co/pTLcUMPDzy,0.0,2018-06-29
21,2018-06-29 20:58:35+00:00,27120,903,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",39412,SpaceX's Falcon 9 Rocket Launches Dragon to the International Space Station via NASA https://t.co/4iICJiVWHI https://t.co/Fxq5xglIua,0.0,2018-06-29
22,2018-06-29 19:38:29+00:00,320,17,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",60266,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
23,2018-06-29 18:04:16+00:00,97,768,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",808,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
24,2018-06-29 17:39:31+00:00,109,866,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",1981,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
25,2018-06-29 15:43:20+00:00,233,101,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",74965,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
26,2018-06-29 15:23:13+00:00,25,25,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",1323,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
27,2018-06-29 14:08:05+00:00,2426,2471,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",334384,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
28,2018-06-29 12:36:39+00:00,1302,1149,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",6578,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
29,2018-06-29 12:22:39+00:00,58,73,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",1671,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
30,2018-06-29 11:13:30+00:00,259,616,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",23000,"New NASA Research, Hardware Heading to Space Station on 15th SpaceX Resupply Mission via NASA https://t.co/zmOY4OCwka",0.0,2018-06-29
31,2018-06-29 11:12:31+00:00,53,440,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",1567,"New NASA Research, Hardware Heading to Space Station on 15th SpaceX Resupply Mission via NASA https://t.co/EKY61dp4en",0.0,2018-06-29
32,2018-06-29 10:59:47+00:00,766,1302,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",41647,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
33,2018-06-29 10:59:22+00:00,264,454,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",20402,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
34,2018-06-29 10:59:09+00:00,108,140,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",3241,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
35,2018-06-29 10:51:36+00:00,113,685,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",2141,"New NASA Research, Hardware Heading to Space Station on 15th SpaceX Resupply Mission via NASA https://t.co/VVvafSTc3s",0.0,2018-06-29
36,2018-06-29 10:38:48+00:00,812,2215,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",21006,"New NASA Research, Hardware Heading to Space Station on 15th SpaceX Resupply Mission via NASA https://t.co/smGwzYn5gW",0.0,2018-06-29
37,2018-06-29 10:30:56+00:00,196,133,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",3930,"New NASA Research, Hardware Heading to Space Station on 15th SpaceX Resupply Mission via NASA https://t.co/ya2tz0lY3d",0.0,2018-06-29
38,2018-06-29 10:24:42+00:00,676,830,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",57662,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
39,2018-06-29 10:23:28+00:00,1218,378,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",24105,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
40,2018-06-29 10:17:42+00:00,317,2163,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",4209,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
41,2018-06-29 10:15:09+00:00,611,1454,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",7337,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
42,2018-06-29 10:14:55+00:00,305283,13642,"39.9456683,-75.2612943,5mi","[{'text': 'nofilter', 'indices': [123, 132]}]","Pennsylvania , East Lansdowne",19469,"RT @Kruse: This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus #nofilter) https…",0.8225,2018-06-29
43,2018-06-29 10:13:12+00:00,15608,1380,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",20536,"This morning’s artwork courtesy @elonmusk @SpaceX @nasa @NASASocial (@tim_cook, pretty good for an iPhone7 Plus… https://t.co/EXDBgko9wt",0.8225,2018-06-29
44,2018-06-29 09:48:11+00:00,33,380,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",1904,I liked a @YouTube video https://t.co/0uab1wJuUB Live Hosting SpaceX CRS-15 (Paris Edition),0.4215,2018-06-29
45,2018-06-29 09:23:33+00:00,33,380,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",1904,I liked a @YouTube video https://t.co/gaBv20GFep Live Hosting SpaceX CRS-15 (Paris Edition),0.4215,2018-06-29
46,2018-06-29 08:21:24+00:00,15608,1380,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",20536,@seashelldub @NASA @SpaceX @NASASocial Fitbit. On iOS,0.0,2018-06-29
47,2018-06-29 07:20:08+00:00,462,456,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",58520,SpaceX launch live stream: How to watch the NASA-ISS cargo mission blast off online https://t.co/pcZrsP46ew https://t.co/BZ2cjWNrvi,0.0,2018-06-29
48,2018-06-29 07:04:18+00:00,15608,1380,"39.9456683,-75.2612943,5mi","[{'text': 'Falcon9', 'indices': [31, 39]}]","Pennsylvania , East Lansdowne",20536,Up early for the @NASA @SpaceX #Falcon9 launch!  @NASASocial https://t.co/NFUUUDzgwA,0.0,2018-06-29
49,2018-06-29 03:33:41+00:00,33,380,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",1904,@mi11ennialG @SpaceX @iss Well I ain't missing out on the final block 4 launch of all time. I'm waking up for this.,0.0227,2018-06-29
50,2018-06-29 03:04:37+00:00,449,683,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",8830,there are very few things that will make me wake up this early on my own. Dragon is one of them. https://t.co/gYaguIuijv,0.0,2018-06-29
51,2018-06-29 00:59:16+00:00,17,121,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",187,@NASA @SpaceX @Space_Station @ISS_CASIS Send me a patch!!!!,0.0,2018-06-29
52,2018-06-29 00:10:12+00:00,1032,1596,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",34344,@catherinekelley @NASA @NASASocial @SpaceX Did you get any Tang? How bout some freeze dried Ice Cream?,0.1431,2018-06-29
53,2018-06-28 21:15:39+00:00,4,49,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",79,@elonmusk Happy birthday Elon! I got you: My application for a software developer at SpaceX 😄 you may approve it an… https://t.co/MxFuRDl9Kp,0.8588,2018-06-28
54,2018-06-28 11:57:17+00:00,15608,1380,"39.9456683,-75.2612943,5mi","[{'text': 'NASASocial', 'indices': [45, 56]}, {'text': 'Dragon', 'indices': [101, 108]}]","Pennsylvania , East Lansdowne",20536,I’ll be tweeting today from @NASAKennedy for #NASASocial getting briefed on tmrw’s launch of @SpaceX #Dragon bringi… https://t.co/HDBsavLSaH,0.0,2018-06-28
55,2018-06-27 19:58:05+00:00,33,380,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",1904,I liked a @YouTube video https://t.co/ziJwwYdyEU Hiring data at SpaceX indicates they're finally building Big Falcon Rocket (BFR) and,0.4215,2018-06-27
56,2018-06-27 12:01:31+00:00,91,94,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",6114,VFX artist shows you how BIG SpaceX rockets REALLY are! https://t.co/xLJmnShsW7 via @YouTube,0.0,2018-06-27
57,2018-06-27 09:54:46+00:00,1726,419,"39.9456683,-75.2612943,5mi",[],"Pennsylvania , East Lansdowne",3929,@13ericralph31 I did—good stuff! Only gripe I have is the “SpaceX remains almost completely unchallenged…” sentence… https://t.co/g4clJQRgKw,0.0,2018-06-27
