location,geo,day,followers,friends_count,statuses_count,vader,time between tweets
"California , Alhambra","34.095287,-118.1270146,7.62mi",2018-06-27,1939.3333333333333,1092.1333333333334,27070.4,0.17945333333333335,18.75100728289326
"California , Alhambra","34.095287,-118.1270146,7.62mi",2018-06-28,4128.538461538462,3115.6923076923076,14167.461538461539,0.3691230769230769,12.369010923282374
"California , Alhambra","34.095287,-118.1270146,7.62mi",2018-06-29,839.5,1236.5,15385.8125,0.12705000000000002,5.225646173297921
"California , Alhambra","34.095287,-118.1270146,7.62mi",2018-06-30,2885.75,1009.6666666666666,23456.833333333332,0.11232916666666666,25.74754391256843
"California , Alhambra","34.095287,-118.1270146,7.62mi",2018-07-01,2447.6666666666665,1838.3333333333333,66140.5,0.1965916666666667,18.703822893104515
"California , Alhambra","34.095287,-118.1270146,7.62mi",2018-07-02,2966.9565217391305,2163.9565217391305,17189.782608695652,0.2136086956521739,14.880041476116913
"California , Baldwin Park","34.0852868,-117.9608978,6.66mi",2018-06-29,22.333333333333332,87.66666666666667,307.0,0.15319999999999998,256.72279246344203
"California , Bellflower","33.8816818,-118.1170117,6.07mi",2018-06-29,166.0,972.0,5623.5,0.0,239.33895479475223
"California , Bellflower","33.8816818,-118.1170117,6.07mi",2018-06-30,11335.0,8179.333333333333,138410.33333333334,-0.03729999999999998,197.94309277022074
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-24,27173.571428571428,3205.1428571428573,1266301.4285714286,0.0,111.60214636111232
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-25,102848.5,2747.3333333333335,981376.3333333334,0.14834999999999998,99.14116783910922
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-26,22490.428571428572,2629.285714285714,1048190.8571428572,0.12022857142857143,100.49918720239378
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-27,118.0,176.0,494.0,0.0,
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-28,1390.0,558.0,43324.0,0.6249,1.5622976997108455
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-29,16892.5,645.125,16185.25,0.3041125,43.15048983643347
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-06-30,645.8333333333334,461.6666666666667,1269.6666666666667,0.16016666666666668,5.35151698243494
"California , East Palo Alto","37.4688273,-122.1410751,5mi",2018-07-02,955.3333333333334,1470.3333333333333,2008.3333333333333,0.27396666666666664,37.59872254110742
"California , El Monte","34.0686206,-118.0275667,9.55mi",2018-06-27,1939.3333333333333,1092.1333333333334,27070.4,0.17945333333333335,17.388336775461454
"California , El Monte","34.0686206,-118.0275667,9.55mi",2018-06-28,4128.538461538462,3115.6923076923076,14167.538461538461,0.3691230769230769,11.470131938437882
"California , El Monte","34.0686206,-118.0275667,9.55mi",2018-06-29,839.5,1236.5,15385.8125,0.12705000000000002,4.845888765325315
"California , El Monte","34.0686206,-118.0275667,9.55mi",2018-06-30,2885.75,1009.6666666666666,23456.5,0.11232916666666666,23.876422100330036
"California , El Monte","34.0686206,-118.0275667,9.55mi",2018-07-01,2447.6666666666665,1838.3333333333333,66140.5,0.1965916666666667,17.344581362868773
"California , El Monte","34.0686206,-118.0275667,9.55mi",2018-07-02,2966.9565217391305,2163.9565217391305,17189.739130434784,0.2136086956521739,13.798681239679633
"California , Inglewood","33.9616801,-118.3531311,9.14mi",2018-06-27,345.875,474.8125,9315.3125,-0.0464375,1.6769991452714033
"California , Inglewood","33.9616801,-118.3531311,9.14mi",2018-06-28,2543.375,2692.8125,11529.8125,0.09455625,1.383794778582016
"California , Inglewood","33.9616801,-118.3531311,9.14mi",2018-06-29,573.8125,509.1875,15191.4375,0.0237625,0.020015796250013526
"California , Inglewood","33.9616801,-118.3531311,9.14mi",2018-06-30,180.6875,304.0625,4386.875,0.0,0.5571964902030792
"California , Inglewood","33.9616801,-118.3531311,9.14mi",2018-07-01,583.3125,433.875,17540.75,0.0,2.7627208499680824
"California , Inglewood","33.9616801,-118.3531311,9.14mi",2018-07-02,45897.96875,940.375,40497.75,0.012559375,1.6734217797690036
"California , La Puente","34.0200114,-117.9495083,5mi",2018-06-29,21.0,71.5,288.0,-0.13265000000000002,237.1462835855171
"California , Paramount","33.8894598,-118.1597911,5mi",2018-06-29,166.0,972.0,5623.5,0.0,254.47196937910485
"California , Paramount","33.8894598,-118.1597911,5mi",2018-06-30,33585.0,23643.0,411454.0,0.3612,
"California , San Pablo","37.9621457,-122.3455263,5mi",2018-06-29,1228.0,1305.0,24647.0,0.0,
"California , Santa Ana","33.7454725,-117.867653,27.14mi",2018-06-27,345.875,474.8125,9315.3125,-0.0464375,1.6597199356456982
"California , Santa Ana","33.7454725,-117.867653,27.14mi",2018-06-28,2372.75,2496.6875,11080.1875,0.0937125,1.3550810184255684
"California , Santa Ana","33.7454725,-117.867653,27.14mi",2018-06-29,573.8125,509.1875,15191.375,0.0237625,0.01980956052222284
"California , Santa Ana","33.7454725,-117.867653,27.14mi",2018-06-30,204.4375,321.25,4956.125,0.0,0.5134423929949111
"California , Santa Ana","33.7454725,-117.867653,27.14mi",2018-07-01,583.3125,433.875,17540.75,0.0,2.7342547455943813
"California , Santa Ana","33.7454725,-117.867653,27.14mi",2018-07-02,45897.96875,940.375,40497.65625,0.012559375,1.6561794300597732
"California , Stanton","33.8028875,-117.9931203,5mi",2018-06-26,106.0,122.0,2432.0,0.0,
"California , Stanton","33.8028875,-117.9931203,5mi",2018-06-29,243.5,301.5,30953.0,0.34104999999999996,266.90334976192463
"California , Stanton","33.8028875,-117.9931203,5mi",2018-06-30,4109.666666666667,1393.3333333333333,10227.666666666666,0.0,1.9664188455433966
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-06-25,272.0,395.0,2292.5,0.21075,34.37530868632082
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-06-26,3215.714285714286,1316.2857142857142,20981.285714285714,0.03817142857142857,99.75843892276333
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-06-27,1339.75,1318.25,5279.5,0.123475,177.29445606851115
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-06-28,4041.6428571428573,1057.0714285714287,27188.285714285714,0.5207857142857143,23.23324355670193
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-06-29,5597.75,2344.625,60188.75,-0.1419875,4.472022916872458
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-06-30,2593.40625,1960.5625,82440.71875,0.017600000000000005,23.105451737174366
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-07-01,2719.4,3514.8,100037.6,0.29412,113.51350137842473
"Florida , Miami","25.7616798,-80.1917902,35.67mi",2018-07-02,9139.5,8941.541666666666,88784.95833333333,0.1110208333333333,29.3922085913284
"Florida , Miami Beach","25.790654,-80.1300455,7.03mi",2018-06-25,1828.6,851.4,15443.4,0.03867,17.303105504928094
"Florida , Miami Beach","25.790654,-80.1300455,7.03mi",2018-06-26,695.3333333333334,644.0,36041.0,0.08046666666666667,267.48529680047955
"Florida , Miami Beach","25.790654,-80.1300455,7.03mi",2018-06-27,29.666666666666668,54.333333333333336,1286.6666666666667,0.16463333333333333,257.2734143565776
